# openmc_debiased_effects — THE GATE INPUT. One row per
# (scenario, mesh_factor, outer_draw); there is deliberately no
# replicate column, because the U-statistic runs over ordered
# replicate PAIRS r != s and consumes that dimension.
#
# s_hat estimates ||E[d]||^2_W with no noise term, because for
# independent replicates E[d_r^T W d_s] = E[d_r]^T W E[d_s].
# IT MAY BE NEGATIVE, and that is the point: an unbiased
# estimate of a non-negative quantity must fall below zero
# about half the time when the true effect is zero. A negative
# row is evidence of no effect, never a defect.
#
# e_squared = s_hat / (debiased ||D0||^2_W) and is compared
# against delta^2. Do NOT take its square root before gating:
# a root near zero reintroduces the positive bias this exists
# to remove.
# jackknife_var is the delete-one-replicate variance OF THE
# RATIO, since the ratio is what the gate consumes.
#
# provenance: git_commit=9987a75a6a2451661bd4c583344ad6ff414b29c9-dirty
#   (names the PARENT commit; an artifact cannot name the commit that contains it)
# provenance: openmc_version=0.15.3
# provenance: nuclear_data=endfb-viii.0-hdf5/cross_sections.xml sha256=200cc6b97aa8cacc (endfb-viii.0-hdf5.tar.xz.sha256)
# provenance: particles=5000 batches=20 replicates=3 outer_draws=4
# provenance: mesh_factors=1,2,4,5 volume_samples=500000
# provenance: threshold_policy_id=synthetic_gate_contract_v1 metric_id=debiased_relative_l2_squared
# provenance: snapshot=snap.h5 config=reference_synthetic_biofilm_e2e.toml
# provenance: argv=--snapshot /tmp/claude-1000/-home-aurascoper-Developer-Biofilms/e77a47ab-b7f6-4c9e-b2f8-752fd9a9a76e/scratchpad/snap.h5 --config config/reference_synthetic_biofilm_e2e.toml --outdir artifacts/pilot --levers --include-near-threshold --publish --budget-seconds 2400
scenario,mesh_factor,outer_draw,density_g_cm3,paired_seeds,omega_b_bins,s_hat,denominator,e_squared,n_replicates,jackknife_var,metric_id
lever_density_x1.35,4,3,1.0770802561698172,True,23,1.657071275832326e-31,1.0084182974148499e-27,0.00016432380095445935,3,1.6037526322365892e-10,debiased_relative_l2_squared
lever_density_x1.35_unpaired,4,0,1.0538425200611092,False,23,1.1188788915475663e-31,1.0061194259114929e-27,0.0001112073639303723,3,5.8329612602979345e-08,debiased_relative_l2_squared
lever_density_x1.35_unpaired,4,1,1.0513908517888564,False,23,1.2496372428759864e-31,9.853817771493292e-28,0.00012681757181375302,3,7.1251344089534666e-09,debiased_relative_l2_squared
lever_density_x1.35_unpaired,4,2,1.0783664227045724,False,23,9.82222279962424e-32,1.0118334384897936e-27,9.707351453302773e-05,3,6.27903990146084e-09,debiased_relative_l2_squared
lever_density_x1.35_unpaired,4,3,1.0770802561698172,False,23,1.1785603100437427e-31,1.0084182974148499e-27,0.00011687216634853449,3,6.447588383062595e-09,debiased_relative_l2_squared
lever_Fe_5pct,4,0,1.0538425200611092,True,23,1.598385063295722e-32,1.0061194259114925e-27,1.588663355592868e-05,3,1.4595099276402027e-12,debiased_relative_l2_squared
lever_Fe_5pct,4,1,1.0513908517888564,True,23,1.759984768044463e-32,9.853817771493292e-28,1.7860942924437165e-05,3,1.4990163662678825e-12,debiased_relative_l2_squared
lever_Fe_5pct,4,2,1.0783664227045724,True,23,1.730885817956588e-32,1.0118334384897933e-27,1.7106430288961517e-05,3,5.493242010287497e-12,debiased_relative_l2_squared
lever_Fe_5pct,4,3,1.0770802561698172,True,23,1.6824784071772475e-32,1.00841829741485e-27,1.6684330416161596e-05,3,1.1274417276004246e-11,debiased_relative_l2_squared
lever_Fe_5pct_unpaired,4,0,1.0538425200611092,False,23,-7.157814874554435e-32,1.0061194259114923e-27,-7.114279567825483e-05,3,6.244808525703307e-08,debiased_relative_l2_squared
lever_Fe_5pct_unpaired,4,1,1.0513908517888564,False,23,-8.353005951973039e-33,9.853817771493292e-28,-8.47692350891444e-06,3,2.340941919092882e-09,debiased_relative_l2_squared
lever_Fe_5pct_unpaired,4,2,1.0783664227045724,False,23,5.779648755070534e-32,1.0118334384897933e-27,5.7120554976883536e-05,3,6.339485592232697e-09,debiased_relative_l2_squared
lever_Fe_5pct_unpaired,4,3,1.0770802561698172,False,23,-1.3268470506960687e-32,1.0084182974148497e-27,-1.3157705032698565e-05,3,2.865891290406794e-09,debiased_relative_l2_squared
lever_Gd_5pct,4,0,1.0538425200611092,True,23,3.2159440352309706e-30,1.0061194259114923e-27,0.003196384000157328,3,4.238249430923893e-10,debiased_relative_l2_squared
lever_Gd_5pct,4,1,1.0513908517888564,True,23,3.187478206639486e-30,9.853817771493292e-28,0.0032347647181590216,3,5.483834101185197e-10,debiased_relative_l2_squared
lever_Gd_5pct,4,2,1.0783664227045724,True,23,3.3904348575919176e-30,1.0118334384897933e-27,0.003350783566366707,3,1.374187674993834e-08,debiased_relative_l2_squared
lever_Gd_5pct,4,3,1.0770802561698172,True,23,3.2100160857988576e-30,1.00841829741485e-27,0.003183218803177169,3,3.5879432032441057e-09,debiased_relative_l2_squared
lever_Gd_5pct_unpaired,4,0,1.0538425200611092,False,23,3.233202329015771e-30,1.0061194259114923e-27,0.003213537325438932,3,1.0209670031645267e-06,debiased_relative_l2_squared
lever_Gd_5pct_unpaired,4,1,1.0513908517888564,False,23,3.200576392406011e-30,9.853817771493289e-28,0.0032480572166304453,3,1.3100059581607335e-07,debiased_relative_l2_squared
lever_Gd_5pct_unpaired,4,2,1.0783664227045724,False,23,4.090826961402382e-30,1.0118334384897935e-27,0.004042984552386531,3,4.5817793119899843e-07,debiased_relative_l2_squared
lever_Gd_5pct_unpaired,4,3,1.0770802561698172,False,23,2.8992537490198633e-30,1.0084182974148499e-27,0.0028750507170013685,3,2.480676594628566e-07,debiased_relative_l2_squared
lever_dehydration_H_0.06,4,0,1.0538425200611092,True,23,2.2215994667770655e-30,1.0061194259114923e-27,0.0022080872405026977,3,1.3838481641439863e-09,debiased_relative_l2_squared
lever_dehydration_H_0.06,4,1,1.0513908517888564,True,23,1.826457273274768e-30,9.853817771493289e-28,0.0018535529229682306,3,4.856963275335098e-10,debiased_relative_l2_squared
lever_dehydration_H_0.06,4,2,1.0783664227045724,True,23,1.9866370167966756e-30,1.0118334384897933e-27,0.001963403205730995,3,5.478959047713051e-09,debiased_relative_l2_squared
lever_dehydration_H_0.06,4,3,1.0770802561698172,True,23,1.977320824519483e-30,1.00841829741485e-27,0.0019608141081815765,3,4.437258100393263e-10,debiased_relative_l2_squared
lever_dehydration_H_0.06_unpaired,4,0,1.0538425200611092,False,23,2.0569787860000176e-30,1.0061194259114923e-27,0.0020444678166674905,3,1.4433246919726982e-06,debiased_relative_l2_squared
lever_dehydration_H_0.06_unpaired,4,1,1.0513908517888564,False,23,1.744525612103038e-30,9.85381777149329e-28,0.001770405798603139,3,9.067123308446176e-08,debiased_relative_l2_squared
lever_dehydration_H_0.06_unpaired,4,2,1.0783664227045724,False,23,1.4139024298013015e-30,1.0118334384897931e-27,0.0013973667760097102,3,1.426534491952174e-07,debiased_relative_l2_squared
lever_dehydration_H_0.06_unpaired,4,3,1.0770802561698172,False,23,2.4100585237390115e-30,1.0084182974148504e-27,0.0023899393038755465,3,1.1996179146713608e-07,debiased_relative_l2_squared
near_threshold,4,0,1.0538425200611092,True,23,2.8368127845528783e-29,1.0061194259114925e-27,0.02819558703960886,3,4.226725054666481e-07,debiased_relative_l2_squared
near_threshold,4,1,1.0513908517888564,True,23,2.8086216023746086e-29,9.853817771493294e-28,0.028502877438020418,3,2.7549564171296312e-08,debiased_relative_l2_squared
near_threshold,4,2,1.0783664227045724,True,23,2.899413577519684e-29,1.0118334384897933e-27,0.02865504802694788,3,4.261059851843155e-07,debiased_relative_l2_squared
near_threshold,4,3,1.0770802561698172,True,23,2.845652683596968e-29,1.00841829741485e-27,0.028218971144137257,3,4.570260723501181e-08,debiased_relative_l2_squared
noise_floor,5,0,1.0538425200611092,False,12,6.133667912095422e-33,4.495937659624505e-28,1.3642688970486523e-05,3,8.440822093242957e-10,debiased_relative_l2_squared
noise_floor,5,1,1.0513908517888564,False,12,-1.3921336113536158e-32,4.451912936727866e-28,-3.127045903949836e-05,3,1.609921207353748e-08,debiased_relative_l2_squared
noise_floor,5,2,1.0783664227045724,False,12,-1.793539761250102e-32,4.556187608154576e-28,-3.936492338550896e-05,3,1.6178433689980272e-09,debiased_relative_l2_squared
noise_floor,5,3,1.0770802561698172,False,12,4.1024752604371235e-32,4.547881330863856e-28,9.020629523897165e-05,3,3.8856196779041093e-08,debiased_relative_l2_squared
clearly_detectable,5,0,1.0538425200611092,True,12,3.638893466310115e-29,4.495937659624505e-28,0.08093736483468125,3,3.0235020949616794e-07,debiased_relative_l2_squared
clearly_detectable,5,1,1.0513908517888564,True,12,3.6057549067782974e-29,4.451912936727866e-28,0.08099338324950509,3,5.660657324671543e-07,debiased_relative_l2_squared
clearly_detectable,5,2,1.0783664227045724,True,12,3.7010868664126336e-29,4.556187608154573e-28,0.08123209983251134,3,9.35077881229615e-07,debiased_relative_l2_squared
clearly_detectable,5,3,1.0770802561698172,True,12,3.6578655639133864e-29,4.547881330863856e-28,0.08043010135487827,3,1.7373617368289503e-08,debiased_relative_l2_squared
lever_density_x1.35,5,0,1.0538425200611092,True,12,3.541119933329263e-31,4.495937659624505e-28,0.0007876265645607313,3,6.04126425336169e-09,debiased_relative_l2_squared
lever_density_x1.35,5,1,1.0513908517888564,True,12,3.336999215831406e-31,4.451912936727865e-28,0.0007495652460544488,3,1.3575569751954738e-08,debiased_relative_l2_squared
lever_density_x1.35,5,2,1.0783664227045724,True,12,3.3267011452680987e-31,4.556187608154573e-28,0.0007301501675027683,3,2.4624759175361168e-08,debiased_relative_l2_squared
lever_density_x1.35,5,3,1.0770802561698172,True,12,3.2476036677586104e-31,4.547881330863855e-28,0.0007140915585723383,3,1.1762284420115435e-09,debiased_relative_l2_squared
lever_density_x1.35_unpaired,5,0,1.0538425200611092,False,12,2.316566301493402e-31,4.495937659624505e-28,0.0005152576563276633,3,1.5772715393741208e-08,debiased_relative_l2_squared
lever_density_x1.35_unpaired,5,1,1.0513908517888564,False,12,5.423579615171803e-31,4.451912936727867e-28,0.0012182582391555273,3,1.5336349656789427e-07,debiased_relative_l2_squared
lever_density_x1.35_unpaired,5,2,1.0783664227045724,False,12,3.705797951826565e-31,4.556187608154574e-28,0.0008133549955655912,3,8.717707635365764e-08,debiased_relative_l2_squared
lever_density_x1.35_unpaired,5,3,1.0770802561698172,False,12,2.5324662536731504e-31,4.547881330863855e-28,0.0005568452801278605,3,4.862344983075183e-08,debiased_relative_l2_squared
lever_Fe_5pct,5,0,1.0538425200611092,True,12,1.6518636958195477e-32,4.495937659624505e-28,3.674125001007041e-05,3,5.436581282209756e-12,debiased_relative_l2_squared
lever_Fe_5pct,5,1,1.0513908517888564,True,12,1.624714905868988e-32,4.451912936727866e-28,3.649475919587828e-05,3,8.991725594099545e-12,debiased_relative_l2_squared
lever_Fe_5pct,5,2,1.0783664227045724,True,12,1.8579246872075043e-32,4.556187608154573e-28,4.077805496600333e-05,3,1.3545005114431316e-11,debiased_relative_l2_squared
lever_Fe_5pct,5,3,1.0770802561698172,True,12,1.788916441817569e-32,4.547881330863857e-28,3.933516096115396e-05,3,2.332602765023855e-11,debiased_relative_l2_squared
lever_Fe_5pct_unpaired,5,0,1.0538425200611092,False,12,4.2269894400373947e-32,4.495937659624505e-28,9.40179726689188e-05,3,2.8289819169201317e-09,debiased_relative_l2_squared
lever_Fe_5pct_unpaired,5,1,1.0513908517888564,False,12,-4.1824816475473476e-33,4.451912936727865e-28,-9.394796589668826e-06,3,1.9349982944629392e-08,debiased_relative_l2_squared
lever_Fe_5pct_unpaired,5,2,1.0783664227045724,False,12,1.5419703181286076e-32,4.556187608154573e-28,3.384343338647469e-05,3,2.9922326237883698e-12,debiased_relative_l2_squared
lever_Fe_5pct_unpaired,5,3,1.0770802561698172,False,12,5.286447346643645e-32,4.547881330863856e-28,0.00011623978204460979,3,2.5685180521764407e-08,debiased_relative_l2_squared
lever_Gd_5pct,5,0,1.0538425200611092,True,12,2.1111256937943116e-30,4.495937659624504e-28,0.00469562937394161,3,8.412065676792119e-11,debiased_relative_l2_squared
lever_Gd_5pct,5,1,1.0513908517888564,True,12,2.144708677854459e-30,4.451912936727866e-28,0.004817499147750201,3,3.998566299823829e-09,debiased_relative_l2_squared
lever_Gd_5pct,5,2,1.0783664227045724,True,12,2.189896452605531e-30,4.556187608154575e-28,0.004806422915259454,3,1.0754851792934246e-08,debiased_relative_l2_squared
lever_Gd_5pct,5,3,1.0770802561698172,True,12,2.156563714379754e-30,4.547881330863856e-28,0.004741908500875772,3,1.5842246858680427e-09,debiased_relative_l2_squared
lever_Gd_5pct_unpaired,5,0,1.0538425200611092,False,12,2.266637084480244e-30,4.495937659624505e-28,0.005041522494485724,3,4.286565208671205e-07,debiased_relative_l2_squared
lever_Gd_5pct_unpaired,5,1,1.0513908517888564,False,12,2.111243196550067e-30,4.451912936727867e-28,0.0047423281329976325,3,2.8170622726373665e-07,debiased_relative_l2_squared
lever_Gd_5pct_unpaired,5,2,1.0783664227045724,False,12,2.4796278561595924e-30,4.556187608154573e-28,0.0054423304512781785,3,9.387475536624607e-08,debiased_relative_l2_squared
lever_Gd_5pct_unpaired,5,3,1.0770802561698172,False,12,2.0264461106586455e-30,4.547881330863856e-28,0.00445580252260832,3,2.2621890175197217e-07,debiased_relative_l2_squared
lever_dehydration_H_0.06,5,0,1.0538425200611092,True,12,7.87293010867197e-31,4.495937659624505e-28,0.0017511208350094222,3,2.8520221168534573e-10,debiased_relative_l2_squared
lever_dehydration_H_0.06,5,1,1.0513908517888564,True,12,6.90835104044026e-31,4.451912936727867e-28,0.0015517713707846818,3,1.3517535513722305e-09,debiased_relative_l2_squared
lever_dehydration_H_0.06,5,2,1.0783664227045724,True,12,7.484313479964642e-31,4.556187608154575e-28,0.0016426701715639112,3,8.151375856411438e-10,debiased_relative_l2_squared
lever_dehydration_H_0.06,5,3,1.0770802561698172,True,12,7.047850220273304e-31,4.547881330863857e-28,0.001549699674976916,3,1.2177076854280145e-09,debiased_relative_l2_squared
lever_dehydration_H_0.06_unpaired,5,0,1.0538425200611092,False,12,7.577172792948879e-31,4.495937659624504e-28,0.0016853376017633031,3,1.8346396036580893e-07,debiased_relative_l2_squared
lever_dehydration_H_0.06_unpaired,5,1,1.0513908517888564,False,12,6.495348729821533e-31,4.451912936727866e-28,0.0014590017419782656,3,3.146532025433708e-08,debiased_relative_l2_squared
lever_dehydration_H_0.06_unpaired,5,2,1.0783664227045724,False,12,5.674032960760924e-31,4.556187608154573e-28,0.0012453466469654704,3,3.49967522571915e-08,debiased_relative_l2_squared
lever_dehydration_H_0.06_unpaired,5,3,1.0770802561698172,False,12,9.775606012316935e-31,4.547881330863855e-28,0.002149485727777354,3,3.9966637775278885e-07,debiased_relative_l2_squared
near_threshold,5,0,1.0538425200611092,True,12,1.4875993223777893e-29,4.495937659624504e-28,0.033087632325000525,3,1.454541580263062e-07,debiased_relative_l2_squared
near_threshold,5,1,1.0513908517888564,True,12,1.4663064195115322e-29,4.451912936727865e-28,0.03293654751005217,3,1.4025592427815212e-07,debiased_relative_l2_squared
near_threshold,5,2,1.0783664227045724,True,12,1.5185862492043374e-29,4.556187608154573e-28,0.033330195764687175,3,4.272127922558186e-07,debiased_relative_l2_squared
near_threshold,5,3,1.0770802561698172,True,12,1.511424684339785e-29,4.547881330863857e-28,0.03323359987611406,3,1.739328657068613e-08,debiased_relative_l2_squared
