# melanin ensemble sweep
# N=40 parcels_per_species=6 n_mcs=400 snapshot_interval=100
# seeds=42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57
# observable=mean melanin over OCCUPIED SITES (volume-weighted; biofilms_potts.jl take_snapshot). The mean of per-parcel means is a different quantity and is not computed here.
# alpha_M is a declared input, not a measurement.
seed,mcs,species,species_name,alpha_M,volume,n_cells,mean_melanin
54,400,7,O. intermedium AM7,0.0000,700,6,1.494025
55,0,1,C. neoformans,0.1000,710,6,0.000000
55,0,2,D. radiodurans,0.0000,378,6,0.000000
55,0,3,C. sphaerospermum,0.1400,460,6,0.000000
55,0,4,B. subtilis,0.0000,464,6,0.000000
55,0,5,A. niger,0.0650,295,6,0.000000
55,0,6,S. oneidensis,0.0000,254,6,0.000000
55,0,7,O. intermedium AM7,0.0000,232,6,0.000000
55,100,1,C. neoformans,0.1000,698,6,1.188306
55,100,2,D. radiodurans,0.0000,700,6,0.218770
55,100,3,C. sphaerospermum,0.1400,698,6,1.353582
55,100,4,B. subtilis,0.0000,694,6,0.106867
55,100,5,A. niger,0.0650,697,6,0.769761
55,100,6,S. oneidensis,0.0000,695,6,0.169039
55,100,7,O. intermedium AM7,0.0000,698,6,0.261416
55,200,1,C. neoformans,0.1000,700,6,1.720442
55,200,2,D. radiodurans,0.0000,699,6,0.380859
55,200,3,C. sphaerospermum,0.1400,700,6,1.820863
55,200,4,B. subtilis,0.0000,697,6,0.216809
55,200,5,A. niger,0.0650,699,6,1.136094
55,200,6,S. oneidensis,0.0000,697,6,0.388035
55,200,7,O. intermedium AM7,0.0000,699,6,0.470818
55,300,1,C. neoformans,0.1000,698,6,2.058782
55,300,2,D. radiodurans,0.0000,699,6,0.499779
55,300,3,C. sphaerospermum,0.1400,696,6,2.119846
55,300,4,B. subtilis,0.0000,695,6,0.319370
55,300,5,A. niger,0.0650,697,6,1.420632
55,300,6,S. oneidensis,0.0000,697,6,0.609779
55,300,7,O. intermedium AM7,0.0000,695,6,0.627127
55,400,1,C. neoformans,0.1000,697,6,2.306586
55,400,2,D. radiodurans,0.0000,699,6,0.615310
55,400,3,C. sphaerospermum,0.1400,698,6,2.341622
55,400,4,B. subtilis,0.0000,694,6,0.439604
55,400,5,A. niger,0.0650,699,6,1.636826
55,400,6,S. oneidensis,0.0000,696,6,0.810711
55,400,7,O. intermedium AM7,0.0000,695,6,0.760623
56,0,1,C. neoformans,0.1000,558,6,0.000000
56,0,2,D. radiodurans,0.0000,436,6,0.000000
56,0,3,C. sphaerospermum,0.1400,376,6,0.000000
56,0,4,B. subtilis,0.0000,288,6,0.000000
56,0,5,A. niger,0.0650,532,6,0.000000
56,0,6,S. oneidensis,0.0000,386,6,0.000000
56,0,7,O. intermedium AM7,0.0000,312,6,0.000000
56,100,1,C. neoformans,0.1000,698,6,1.008687
56,100,2,D. radiodurans,0.0000,701,6,0.266960
56,100,3,C. sphaerospermum,0.1400,702,6,2.044358
56,100,4,B. subtilis,0.0000,699,6,0.201183
56,100,5,A. niger,0.0650,699,6,0.827273
56,100,6,S. oneidensis,0.0000,695,6,0.224932
56,100,7,O. intermedium AM7,0.0000,700,6,0.374355
56,200,1,C. neoformans,0.1000,698,6,1.425221
56,200,2,D. radiodurans,0.0000,701,6,0.652272
56,200,3,C. sphaerospermum,0.1400,703,6,3.050778
56,200,4,B. subtilis,0.0000,698,6,0.434816
56,200,5,A. niger,0.0650,702,6,1.327412
56,200,6,S. oneidensis,0.0000,696,6,0.437854
56,200,7,O. intermedium AM7,0.0000,703,6,0.822406
56,300,1,C. neoformans,0.1000,697,6,1.709547
56,300,2,D. radiodurans,0.0000,700,6,0.981456
56,300,3,C. sphaerospermum,0.1400,706,6,3.644409
56,300,4,B. subtilis,0.0000,700,6,0.647922
56,300,5,A. niger,0.0650,700,6,1.673610
56,300,6,S. oneidensis,0.0000,694,6,0.650127
56,300,7,O. intermedium AM7,0.0000,702,6,1.091616
56,400,1,C. neoformans,0.1000,699,6,1.950886
56,400,2,D. radiodurans,0.0000,701,6,1.228121
56,400,3,C. sphaerospermum,0.1400,704,6,4.084593
56,400,4,B. subtilis,0.0000,700,6,0.849590
56,400,5,A. niger,0.0650,697,6,1.930005
56,400,6,S. oneidensis,0.0000,694,6,0.848451
56,400,7,O. intermedium AM7,0.0000,704,6,1.363252
57,0,1,C. neoformans,0.1000,468,6,0.000000
57,0,2,D. radiodurans,0.0000,373,6,0.000000
57,0,3,C. sphaerospermum,0.1400,464,6,0.000000
57,0,4,B. subtilis,0.0000,555,6,0.000000
57,0,5,A. niger,0.0650,223,6,0.000000
57,0,6,S. oneidensis,0.0000,456,6,0.000000
57,0,7,O. intermedium AM7,0.0000,531,6,0.000000
57,100,1,C. neoformans,0.1000,699,6,1.053632
57,100,2,D. radiodurans,0.0000,701,6,0.184100
57,100,3,C. sphaerospermum,0.1400,699,6,1.364991
57,100,4,B. subtilis,0.0000,698,6,0.220640
57,100,5,A. niger,0.0650,699,6,0.936931
57,100,6,S. oneidensis,0.0000,698,6,0.125142
57,100,7,O. intermedium AM7,0.0000,699,6,0.092323
57,200,1,C. neoformans,0.1000,699,6,1.437295
57,200,2,D. radiodurans,0.0000,703,6,0.384643
57,200,3,C. sphaerospermum,0.1400,698,6,1.896101
57,200,4,B. subtilis,0.0000,698,6,0.510097
57,200,5,A. niger,0.0650,700,6,1.446937
57,200,6,S. oneidensis,0.0000,700,6,0.328161
57,200,7,O. intermedium AM7,0.0000,698,6,0.238289
57,300,1,C. neoformans,0.1000,699,6,1.683968
57,300,2,D. radiodurans,0.0000,702,6,0.560484
57,300,3,C. sphaerospermum,0.1400,699,6,2.249590
57,300,4,B. subtilis,0.0000,699,6,0.777914
57,300,5,A. niger,0.0650,701,6,1.800291
57,300,6,S. oneidensis,0.0000,703,6,0.493007
57,300,7,O. intermedium AM7,0.0000,698,6,0.416058
57,400,1,C. neoformans,0.1000,698,6,1.862103
57,400,2,D. radiodurans,0.0000,702,6,0.738849
57,400,3,C. sphaerospermum,0.1400,697,6,2.531865
57,400,4,B. subtilis,0.0000,699,6,1.011178
57,400,5,A. niger,0.0650,701,6,2.090123
57,400,6,S. oneidensis,0.0000,700,6,0.669088
57,400,7,O. intermedium AM7,0.0000,700,6,0.605435
