# melanin ensemble sweep
# N=20 parcels_per_species=2 n_mcs=400 snapshot_interval=100
# seeds=42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57
# observable=mean melanin over OCCUPIED SITES (volume-weighted; biofilms_potts.jl take_snapshot). The mean of per-parcel means is a different quantity and is not computed here.
# alpha_M is a declared input, not a measurement.
seed,mcs,species,species_name,alpha_M,volume,n_cells,mean_melanin
54,400,4,B. subtilis,0.0000,234,2,1.392841
54,400,5,A. niger,0.0650,235,2,3.116178
54,400,6,S. oneidensis,0.0000,234,2,1.436569
54,400,7,O. intermedium AM7,0.0000,236,2,1.913075
55,0,1,C. neoformans,0.1000,246,2,0.000000
55,0,2,D. radiodurans,0.0000,122,2,0.000000
55,0,3,C. sphaerospermum,0.1400,97,2,0.000000
55,0,4,B. subtilis,0.0000,52,2,0.000000
55,0,5,A. niger,0.0650,180,2,0.000000
55,0,6,S. oneidensis,0.0000,62,2,0.000000
55,0,7,O. intermedium AM7,0.0000,75,2,0.000000
55,100,1,C. neoformans,0.1000,235,2,1.592666
55,100,2,D. radiodurans,0.0000,234,2,0.603669
55,100,3,C. sphaerospermum,0.1400,235,2,2.491583
55,100,4,B. subtilis,0.0000,234,2,0.536817
55,100,5,A. niger,0.0650,234,2,1.496941
55,100,6,S. oneidensis,0.0000,233,2,0.304874
55,100,7,O. intermedium AM7,0.0000,234,2,0.598590
55,200,1,C. neoformans,0.1000,236,2,2.533912
55,200,2,D. radiodurans,0.0000,235,2,1.203490
55,200,3,C. sphaerospermum,0.1400,234,2,3.530451
55,200,4,B. subtilis,0.0000,235,2,1.059739
55,200,5,A. niger,0.0650,235,2,2.640738
55,200,6,S. oneidensis,0.0000,236,2,0.742866
55,200,7,O. intermedium AM7,0.0000,235,2,1.045789
55,300,1,C. neoformans,0.1000,235,2,3.156394
55,300,2,D. radiodurans,0.0000,234,2,1.629531
55,300,3,C. sphaerospermum,0.1400,235,2,4.117040
55,300,4,B. subtilis,0.0000,234,2,1.488729
55,300,5,A. niger,0.0650,234,2,3.382999
55,300,6,S. oneidensis,0.0000,234,2,1.096106
55,300,7,O. intermedium AM7,0.0000,234,2,1.442390
55,400,1,C. neoformans,0.1000,235,2,3.490173
55,400,2,D. radiodurans,0.0000,236,2,1.967965
55,400,3,C. sphaerospermum,0.1400,235,2,4.573340
55,400,4,B. subtilis,0.0000,233,2,1.745744
55,400,5,A. niger,0.0650,234,2,3.921529
55,400,6,S. oneidensis,0.0000,234,2,1.372207
55,400,7,O. intermedium AM7,0.0000,234,2,1.696807
56,0,1,C. neoformans,0.1000,156,2,0.000000
56,0,2,D. radiodurans,0.0000,232,2,0.000000
56,0,3,C. sphaerospermum,0.1400,43,2,0.000000
56,0,4,B. subtilis,0.0000,107,2,0.000000
56,0,5,A. niger,0.0650,54,2,0.000000
56,0,6,S. oneidensis,0.0000,34,2,0.000000
56,0,7,O. intermedium AM7,0.0000,110,2,0.000000
56,100,1,C. neoformans,0.1000,233,2,1.559240
56,100,2,D. radiodurans,0.0000,236,2,0.569387
56,100,3,C. sphaerospermum,0.1400,234,2,1.767193
56,100,4,B. subtilis,0.0000,235,2,0.321147
56,100,5,A. niger,0.0650,232,2,1.190363
56,100,6,S. oneidensis,0.0000,233,2,0.360669
56,100,7,O. intermedium AM7,0.0000,232,2,0.656462
56,200,1,C. neoformans,0.1000,235,2,2.399153
56,200,2,D. radiodurans,0.0000,235,2,1.088261
56,200,3,C. sphaerospermum,0.1400,234,2,2.742609
56,200,4,B. subtilis,0.0000,235,2,0.530850
56,200,5,A. niger,0.0650,233,2,1.948003
56,200,6,S. oneidensis,0.0000,232,2,0.675836
56,200,7,O. intermedium AM7,0.0000,233,2,1.163900
56,300,1,C. neoformans,0.1000,233,2,3.099356
56,300,2,D. radiodurans,0.0000,235,2,1.520813
56,300,3,C. sphaerospermum,0.1400,234,2,3.420745
56,300,4,B. subtilis,0.0000,234,2,0.686012
56,300,5,A. niger,0.0650,233,2,2.370942
56,300,6,S. oneidensis,0.0000,233,2,0.953362
56,300,7,O. intermedium AM7,0.0000,232,2,1.593852
56,400,1,C. neoformans,0.1000,234,2,3.707104
56,400,2,D. radiodurans,0.0000,235,2,1.911611
56,400,3,C. sphaerospermum,0.1400,235,2,3.885959
56,400,4,B. subtilis,0.0000,234,2,0.907431
56,400,5,A. niger,0.0650,235,2,2.628045
56,400,6,S. oneidensis,0.0000,232,2,1.164879
56,400,7,O. intermedium AM7,0.0000,233,2,1.922559
57,0,1,C. neoformans,0.1000,66,2,0.000000
57,0,2,D. radiodurans,0.0000,246,2,0.000000
57,0,3,C. sphaerospermum,0.1400,156,2,0.000000
57,0,4,B. subtilis,0.0000,33,2,0.000000
57,0,5,A. niger,0.0650,206,2,0.000000
57,0,6,S. oneidensis,0.0000,169,2,0.000000
57,0,7,O. intermedium AM7,0.0000,239,2,0.000000
57,100,1,C. neoformans,0.1000,235,2,1.837347
57,100,2,D. radiodurans,0.0000,235,2,0.511716
57,100,3,C. sphaerospermum,0.1400,235,2,2.029739
57,100,4,B. subtilis,0.0000,234,2,0.536338
57,100,5,A. niger,0.0650,234,2,1.276876
57,100,6,S. oneidensis,0.0000,233,2,0.318093
57,100,7,O. intermedium AM7,0.0000,233,2,0.632277
57,200,1,C. neoformans,0.1000,234,2,2.740952
57,200,2,D. radiodurans,0.0000,234,2,1.042924
57,200,3,C. sphaerospermum,0.1400,236,2,3.134568
57,200,4,B. subtilis,0.0000,232,2,0.997862
57,200,5,A. niger,0.0650,234,2,2.053301
57,200,6,S. oneidensis,0.0000,232,2,0.651063
57,200,7,O. intermedium AM7,0.0000,233,2,1.301851
57,300,1,C. neoformans,0.1000,235,2,3.467911
57,300,2,D. radiodurans,0.0000,235,2,1.447277
57,300,3,C. sphaerospermum,0.1400,235,2,3.812174
57,300,4,B. subtilis,0.0000,232,2,1.301873
57,300,5,A. niger,0.0650,235,2,2.556911
57,300,6,S. oneidensis,0.0000,234,2,0.991732
57,300,7,O. intermedium AM7,0.0000,234,2,1.762735
57,400,1,C. neoformans,0.1000,236,2,3.977201
57,400,2,D. radiodurans,0.0000,234,2,1.806144
57,400,3,C. sphaerospermum,0.1400,236,2,4.269952
57,400,4,B. subtilis,0.0000,234,2,1.572858
57,400,5,A. niger,0.0650,235,2,2.901913
57,400,6,S. oneidensis,0.0000,234,2,1.249170
57,400,7,O. intermedium AM7,0.0000,234,2,2.103288
